user_id,film_id,rating
2,362977,2.0
2,51549,3.0
2,384557,4.5
2,424054,5.0
2,51538,4.0
2,246108,3.0
2,359859,4.5
2,198992,1.0
2,51339,3.5
2,50159,5.0
2,94394,0.5
2,69149,2.5
2,378725,3.5
2,337565,4.0
2,362365,2.5
2,5363,2.5
2,49455,3.0
2,51390,3.0
2,50226,4.0
2,74348,2.0
2,337567,2.0
2,218051,0.5
2,62065,2.5
2,532082,5.0
2,478261,3.5
2,609392,3.5
2,51261,4.0
2,465978,1.0
2,190077,2.5
2,316312,3.5
2,51600,3.0
2,270106,4.5
2,193554,3.5
2,246013,3.5
2,420703,1.0
2,241430,4.0
2,51379,4.0
2,51858,3.5
2,47756,4.5
2,148200,3.5
2,16529,2.5
2,51781,5.0
2,51610,4.0
2,211511,3.5
2,291610,4.5
2,51987,3.0
2,310705,4.5
2,390520,3.5
2,26711,5.0
2,312205,5.0
2,51432,4.0
2,171384,4.5
2,45900,4.0
2,2706,3.5
2,51280,4.5
2,51782,5.0
2,51621,4.0
2,353117,4.0
2,30264,1.0
2,269475,0.5
2,436443,2.0
2,874617,3.5
2,333310,3.5
2,703478,3.0
2,474474,3.5
2,703943,3.5
2,734096,4.0
2,921160,4.5
2,41360,4.0
2,45934,2.5
2,43441,2.5
2,731286,3.0
2,571339,3.0
2,50568,2.5
2,22525,0.5
2,679440,0.5
2,327974,3.5
2,521323,3.5
2,586723,4.0
2,868558,5.0
2,683194,3.5
2,598882,4.0
2,412066,1.0
2,405328,3.5
2,51068,3.0
2,51518,4.0
2,278308,2.5
2,446917,2.5
2,695473,3.5
2,237378,3.5
2,682547,3.5
2,277023,4.0
2,606880,2.5
2,39386,3.5
2,47809,4.0
2,511342,4.0
2,48918,3.5
2,866470,3.0
2,586198,2.5
2,496198,2.0
2,72332,3.0
2,730818,2.5
2,404046,1.5
2,542449,4.0
2,494969,2.5
2,371378,4.0
2,26476,3.5
2,480875,3.0
2,737578,4.0
2,348914,3.0
2,541998,3.0
2,466291,4.0
2,527841,3.5
2,641086,4.0
2,696630,4.0
2,680438,2.5
2,168860,1.5
2,560787,3.0
2,572255,3.0
2,438751,4.0
2,14707,3.5
2,47188,2.5
2,51484,3.5
2,441471,4.0
2,387238,3.0
2,454016,2.5
2,51896,3.0
2,452596,0.5
2,319409,2.0
2,471207,4.5
2,787181,2.5
2,305964,3.5
2,51890,3.0
2,169728,3.0
2,51542,3.0
2,2477,2.5
2,38272,2.5
2,51674,4.0
2,43860,3.5
2,87964,3.0
2,459564,4.0
2,52501,3.5
2,316315,2.5
2,41352,4.5
2,46344,4.5
2,46911,4.5
2,51271,2.5
2,118110,1.0
2,427807,2.5
2,164342,4.0
2,51405,2.0
2,464735,1.5
2,527671,4.0
2,399500,3.5
2,433652,1.5
2,444600,4.0
2,739775,4.5
2,268950,2.0
2,450337,3.5
2,509662,4.0
2,475370,4.5
2,429945,2.5
2,57292,2.0
2,51452,2.5
2,283273,2.5
2,335216,3.5
2,636759,3.5
2,706741,4.5
2,358271,3.5
2,521531,4.5
2,485519,3.5
2,51292,3.5
2,426406,4.5
2,27809,4.0
2,326477,3.0
2,671813,3.5
2,462063,2.5
2,570923,1.5
2,48140,4.5
2,187986,3.5
2,51602,4.0
2,37833,4.0
2,227784,3.5
2,668077,4.0
2,406775,3.5
2,42779,3.5
2,92621,3.0
2,42983,2.0
2,220575,3.5
2,225026,1.5
2,581924,2.0
2,49210,2.5
2,106267,3.0
2,50712,3.0
2,43302,3.5
2,424348,3.5
2,51898,4.0
2,50713,3.0
2,34722,4.0
2,506032,3.0
2,418135,4.0
2,51778,4.5
2,153400,0.5
2,47219,4.0
2,50518,5.0
2,146954,3.0
2,187975,3.5
2,240344,4.0
2,276819,3.0
2,381340,3.0
2,340202,2.5
2,70105,4.0
2,333448,4.0
2,95113,5.0
2,71338,3.5
2,27256,4.0
2,397859,3.5
2,117621,4.0
2,51444,5.0
2,51921,4.0
2,257426,5.0
2,333308,3.0
2,379687,3.5
2,226661,3.0
2,485309,4.5
3,48255,3.5
3,51388,4.0
3,37598,2.5
3,543002,1.5
3,201341,2.0
3,259441,3.5
3,474474,5.0
3,713525,3.5
3,385511,2.5
3,268366,1.5
3,268365,0.5
3,117583,2.0
3,620665,3.5
3,369835,3.5
3,499085,3.5
3,496592,3.5
3,50711,3.0
3,441471,4.0
3,245311,3.5
3,222470,2.0
3,560787,4.0
3,242710,4.0
3,580454,1.0
3,67639,2.0
3,213190,2.0
3,394711,1.5
3,505000,4.5
3,454016,3.0
3,145822,3.0
3,45934,2.5
3,774923,4.0
3,479814,3.5
3,51928,3.5
3,60298,3.0
3,32433,2.0
3,431888,2.5
3,51929,3.5
3,277,1.0
3,50558,3.5
3,51407,4.5
3,51930,3.5
3,30264,2.0
3,521488,2.5
3,387238,3.5
3,51432,3.0
3,496198,2.0
3,96552,3.0
3,51561,3.5
3,226866,2.5
3,45132,2.0
3,8983,3.5
3,16525,3.5
3,185973,0.5
3,50766,3.5
3,571753,2.5
3,551336,3.5
3,518787,3.0
3,494969,3.5
3,450337,4.0
3,255900,3.0
3,389270,2.5
3,620780,3.5
3,44581,4.0
3,117576,3.5
3,1739,3.5
3,38800,5.0
3,421847,3.0
3,146540,3.0
3,341313,3.0
3,977172,2.5
3,34990,4.0
3,921578,3.5
3,51171,4.5
3,717471,4.0
3,113284,4.0
3,682535,2.5
3,359505,3.5
3,51712,3.5
3,149802,1.5
3,959540,4.5
3,51155,4.0
3,51945,5.0
3,834561,3.5
3,926589,4.0
3,50972,4.0
3,51881,5.0
3,42580,4.0
3,1073267,3.0
3,39693,2.5
3,455510,2.0
3,1124878,1.0
3,991786,4.0
3,955184,3.5
3,964184,3.5
3,838140,4.0
3,931164,4.0
3,51618,5.0
3,51379,4.5
3,558054,3.5
3,51994,3.0
3,462870,3.0
3,358271,4.0
3,51444,3.0
3,47289,5.0
3,758397,2.0
3,842301,5.0
3,731286,4.0
3,398800,3.0
3,560697,1.0
3,49047,3.0
3,598274,1.5
3,755564,5.0
3,263215,4.0
3,895290,3.5
3,822093,5.0
3,1005307,3.0
3,710352,4.0
3,16555,4.0
3,706083,3.5
3,648869,3.5
3,619510,2.5
3,835774,3.5
3,381924,1.0
3,536970,2.5
3,731222,3.5
3,1025266,4.0
3,41352,4.0
3,216301,4.0
3,591053,3.5
3,887650,4.0
3,26711,4.5
3,312205,4.5
3,45296,3.5
3,835417,2.5
3,908144,4.0
3,47586,3.5
3,1027819,3.0
3,784328,4.0
3,277064,4.0
3,865112,3.5
3,668555,3.5
3,51962,2.5
3,50992,5.0
3,46794,3.5
3,547317,3.5
3,237177,2.5
3,40210,5.0
3,497631,4.5
3,715856,5.0
3,45635,2.5
3,277413,4.5
3,379711,4.0
3,171384,4.5
3,774454,2.5
3,832674,2.5
3,121618,2.5
3,51621,4.0
3,427970,4.0
3,16530,3.0
3,293465,3.5
3,542032,2.0
3,277023,3.0
3,721288,5.0
3,686510,2.0
3,335666,4.0
3,696310,3.5
3,50159,3.5
3,305363,3.5
3,566237,2.5
3,51765,4.0
3,874617,3.5
3,703478,3.5
3,734096,4.0
3,789276,0.5
3,177941,2.5
3,201793,3.0
3,449442,2.5
3,789082,2.5
3,178123,4.5
3,513206,4.5
3,598882,4.5
3,47809,4.0
3,480525,3.0
3,42315,3.0
3,292688,3.0
3,22525,0.5
3,779714,2.0
3,593282,3.5
3,679440,0.5
3,327974,3.5
3,521323,4.0
3,87873,3.0
3,693890,3.0
3,586723,4.0
3,868558,5.0
3,748679,3.5
3,556553,3.5
3,37354,4.0
3,412066,1.0
3,405328,3.5
3,913246,3.5
3,355247,2.0
3,683194,4.0
3,45409,4.0
3,682547,5.0
3,25176,2.0
3,181943,4.0
3,47806,4.0
3,495969,3.0
3,278622,1.5
3,252216,2.5
3,51896,3.0
3,60027,3.0
3,44919,3.5
3,41276,2.5
3,49983,4.0
3,45747,3.5
3,140512,5.0
3,62912,2.5
3,8935,3.0
3,51147,4.0
3,451296,1.0
3,498404,1.0
3,51890,3.5
3,118113,3.5
3,123065,1.0
3,50631,2.5
3,46869,3.0
3,39551,2.0
3,310034,1.0
3,46911,5.0
3,51114,3.0
3,46551,3.5
3,66559,3.5
3,671815,3.5
3,48051,3.0
3,47478,4.0
3,46459,2.5
3,269475,1.5
3,228821,3.5
3,50854,2.0
3,42983,2.5
3,208664,3.0
3,66563,2.5
3,427807,3.0
3,164342,3.5
3,47717,3.5
3,43713,3.5
3,235480,3.5
3,50904,4.0
3,107670,1.5
3,257397,1.0
3,157543,3.5
3,223393,2.0
3,51342,2.5
3,45959,2.0
3,397942,3.5
3,10442,3.5
3,50827,2.5
3,193554,3.5
3,227785,3.5
3,62065,2.0
3,16529,2.0
3,57622,3.0
3,105188,3.0
3,46331,3.5
3,172537,2.5
3,4586,3.0
3,51503,2.5
3,51233,3.0
3,324575,2.0
3,51520,4.0
3,52513,2.5
3,46458,3.0
3,47677,3.0
3,50950,4.0
3,51381,3.5
3,51343,3.5
3,25859,3.5
3,45120,2.5
3,2705,3.0
3,51535,3.0
3,51344,3.0
3,51733,3.5
3,441456,3.0
3,390520,4.0
3,48106,3.5
3,42531,2.0
3,510047,4.0
3,51451,3.5
3,424348,4.0
3,16556,3.0
3,50712,3.5
3,2706,4.0
3,50713,3.5
3,107418,3.5
3,131987,3.5
3,459564,4.0
3,498044,3.0
3,221232,3.0
3,142549,4.5
3,266132,3.0
3,194402,4.5
3,399500,3.5
3,433652,1.5
3,50226,3.5
3,45855,4.0
3,139177,2.0
3,739775,3.5
3,387909,1.5
3,515467,4.0
3,57292,2.0
3,51452,3.5
3,283273,2.5
3,283778,3.0
3,283707,3.0
3,141491,1.5
3,353117,5.0
3,45900,5.0
3,335216,3.0
3,671814,2.5
3,671813,4.0
3,435833,2.5
3,415208,2.0
3,426406,5.0
3,2684,4.0
3,269596,1.0
3,51365,3.5
3,706741,4.0
3,50372,3.0
3,51679,2.5
3,2695,2.5
3,538375,2.0
3,16090,2.5
3,51556,3.0
3,449771,3.5
3,285509,3.5
3,517828,3.5
3,42779,3.5
3,47219,3.0
3,346248,4.0
3,268380,2.0
3,26770,4.5
3,47776,2.5
3,43576,2.0
3,359451,3.5
3,524663,3.5
3,49210,5.0
3,420467,3.5
3,172492,3.0
3,243063,2.5
3,16074,4.5
3,382669,1.5
3,46049,4.0
3,381340,3.5
3,340202,3.0
3,39352,4.0
3,146954,2.5
3,71338,5.0
3,50809,4.0
3,296341,3.5
3,187975,4.0
3,45994,3.5
3,51290,3.5
3,46806,3.5
3,50825,3.0
3,81605,3.5
3,435450,3.5
3,37833,5.0
3,362977,3.0
3,226750,3.5
3,81909,5.0
3,276819,3.0
3,186549,4.0
3,209322,3.0
3,36778,5.0
3,379687,4.5
3,209382,3.5
3,93676,3.5
3,209383,3.5
3,226660,4.5
3,226661,4.5
3,268950,5.0
3,257426,5.0
3,240344,4.0
3,251943,5.0
3,475370,5.0
3,311962,3.5
3,50544,2.5
3,62638,2.5
3,27723,4.0
3,27713,3.5
3,86991,4.5
3,389878,3.0
3,341440,4.0
3,272082,3.0
3,167044,3.5
3,234811,3.0
3,92621,2.5
3,27722,5.0
3,31985,3.5
3,106267,5.0
3,44048,2.0
3,430806,4.0
3,382678,2.5
3,167502,3.5
3,47119,2.5
3,82488,3.5
3,99507,4.0
3,265438,2.5
3,62822,1.5
3,51385,3.0
3,261891,3.0
3,51449,4.0
3,87948,3.0
3,51450,4.5
3,59281,4.0
3,129662,4.0
3,46511,1.5
3,104174,1.0
3,182910,2.5
3,51289,3.5
3,46456,3.5
3,44580,4.5
3,883131,3.5
3,425691,2.0
3,425690,4.0
3,425518,2.5
3,425862,4.5
3,478261,3.0
3,62709,1.0
3,247385,1.0
3,485309,4.0
3,27256,5.0
3,88488,3.5
3,51602,5.0
3,49259,3.5
3,475901,2.0
3,49391,4.0
3,444600,4.5
3,562151,3.5
3,226115,4.0
3,51978,4.0
3,201909,3.5
3,51405,4.0
3,51453,5.0
3,225026,0.5
3,148200,4.0
3,228628,3.5
3,51524,3.0
3,316315,3.0
3,83557,3.0
3,318195,3.0
3,43302,3.0
3,209381,3.5
3,225027,3.0
3,220575,3.5
3,611235,4.0
3,50518,3.5
4,641608,3.0
4,812015,3.5
4,33304,3.0
4,1110059,3.0
4,51460,3.5
4,51328,4.0
4,51935,3.5
4,51555,4.5
4,922858,2.0
4,51529,4.5
4,51843,4.0
4,51184,4.5
4,41461,4.0
4,928261,3.5
4,51531,4.0
4,270106,3.0
4,47062,3.0
4,33256,3.5
4,51669,4.0
4,2683,4.0
4,22894,3.5
4,49844,3.5
4,47403,4.0
4,2690,4.5
4,40225,4.0
4,51195,4.5
4,35521,2.0
4,47664,3.0
4,45224,4.0
4,51228,4.0
4,51068,4.5
4,51987,4.5
4,51390,3.5
4,50110,4.0
4,51816,4.5
4,51818,4.5
4,51986,3.0
4,705221,4.0
4,49007,4.5
4,51611,4.0
4,45065,3.5
4,50936,3.5
4,51424,4.0
4,57622,4.5
4,51634,4.0
4,46810,3.0
4,51543,3.5
4,758397,2.5
4,51338,4.0
4,46911,4.5
4,45703,2.5
4,51684,4.0
4,51781,3.5
4,842301,4.0
4,30274,3.5
4,51821,3.5
4,819,4.5
4,51921,4.5
4,45652,3.5
4,42942,4.0
4,51471,4.0
4,51379,4.0
4,1124996,1.5
4,542032,4.0
4,976947,2.0
4,739522,2.0
4,51135,4.0
4,47014,3.5
4,47914,4.0
4,51846,4.0
4,46258,3.0
4,50575,3.5
4,46769,4.5
4,45811,3.0
4,242502,3.0
4,1068413,3.5
4,1155565,3.5
4,32502,4.5
4,49856,4.5
4,51705,3.0
4,41612,3.0
4,46232,4.0
4,877253,3.5
4,48532,4.0
4,45900,4.5
4,50390,3.5
4,51522,4.0
4,51359,4.5
4,51486,4.0
4,50662,3.5
4,586583,3.5
4,51218,4.0
4,45109,4.5
4,51596,4.0
4,70105,3.5
4,51774,4.5
4,51495,2.0
4,359505,3.0
4,51740,3.0
4,51933,3.5
4,834561,4.0
4,844148,3.0
4,1173423,1.5
4,47340,3.5
4,337036,3.0
4,51294,2.5
4,51556,4.0
4,50949,4.5
4,47248,2.0
4,49671,3.5
4,50594,3.5
4,993949,3.5
4,51618,3.5
4,51386,4.5
4,174928,3.0
4,1017230,3.0
4,981400,4.0
4,992360,3.0
4,722146,3.5
4,991786,3.0
4,955184,4.0
4,1010683,2.5
4,926589,4.0
4,739451,3.5
4,913258,3.5
4,932739,2.0
4,959540,3.5
4,793883,1.0
4,1016990,3.5
4,50987,4.0
4,51362,3.0
4,51512,3.5
4,800858,2.0
4,47048,4.0
4,51988,3.0
4,50166,4.5
4,17378,4.0
4,43036,4.0
4,44952,4.0
4,520328,2.0
4,838140,3.5
4,45489,4.5
4,49169,4.0
4,48049,4.5
4,51469,4.5
4,49074,2.0
4,45435,3.0
4,45017,4.0
4,51088,3.0
4,51688,4.0
4,41662,4.5
4,51171,4.5
4,51024,3.5
4,49267,4.0
4,51928,5.0
4,49530,3.0
4,51776,5.0
4,1066919,4.0
4,51838,4.0
4,51929,4.0
4,36479,3.5
4,861292,1.0
4,51490,3.0
4,850459,2.5
4,45686,2.5
4,50653,4.0
4,51222,4.0
4,6538,4.0
4,51434,4.0
4,51413,3.5
4,50956,4.0
4,931164,3.5
4,45909,4.0
4,38800,4.0
4,101990,2.0
4,51733,4.5
4,462870,2.0
4,47060,4.0
4,38374,4.5
4,33886,4.0
4,51483,3.0
4,51717,4.5
4,30899,4.5
4,41361,4.5
4,918603,1.5
4,853011,4.0
4,971392,3.0
4,859686,2.5
4,44900,4.0
4,952812,2.5
4,51858,3.5
4,752626,4.0
4,617443,4.0
4,51647,3.5
4,40479,2.0
4,51523,4.0
4,45270,4.0
4,51315,4.0
4,45882,3.5
4,822093,4.0
4,560697,1.0
4,80198,4.0
4,45672,3.5
4,764890,3.5
4,806042,2.0
4,26770,3.0
4,51521,4.0
4,51552,4.5
4,50845,3.0
4,27183,4.0
4,50846,4.0
4,48865,3.5
4,34532,2.5
4,50992,4.0
4,47756,4.0
4,51309,4.5
4,46361,2.5
4,51621,4.0
4,27256,4.0
4,37004,4.0
4,450334,2.5
4,46669,2.0
4,51356,4.0
4,706083,3.0
4,436948,2.0
4,47119,4.0
4,36192,4.5
4,51226,4.0
4,47313,3.0
4,47400,2.5
4,835774,3.0
4,29625,4.0
4,96083,4.0
4,850375,2.5
4,51952,3.5
4,76584,4.0
4,965346,3.0
4,619510,3.0
4,39579,4.0
4,434646,3.0
4,39305,3.5
4,41672,3.0
4,1086,4.0
4,51387,4.5
4,9938,4.0
4,710352,4.0
4,398800,4.0
4,755564,4.0
4,969350,4.0
4,919121,3.5
4,453069,3.0
4,301552,2.5
4,438692,3.5
4,398009,4.0
4,724394,1.5
4,717654,3.5
4,877046,3.0
4,849719,3.0
4,908327,3.5
4,51947,4.0
4,947030,4.0
4,49846,3.5
4,46446,2.0
4,829364,2.5
4,856036,3.5
4,867346,2.5
4,731222,3.0
4,736821,2.0
4,892991,2.5
4,51157,4.0
4,51646,3.0
4,682518,1.5
4,882718,2.5
4,591053,4.0
4,542005,3.5
4,433198,3.5
4,50226,4.0
4,51565,4.0
4,1027831,3.5
4,1027829,1.5
4,1027828,3.0
4,1027819,3.0
4,542583,1.0
4,803830,3.5
4,706095,1.5
4,1027578,2.5
4,989669,2.5
4,51355,4.0
4,6286,3.5
4,51700,4.5
4,784328,4.5
4,658906,3.5
4,277064,3.5
4,908144,3.5
4,887650,3.0
4,197628,4.0
4,537284,3.0
4,503402,3.5
4,675372,3.5
4,46334,2.5
4,541511,2.5
4,48308,3.0
4,781326,4.0
4,895290,3.5
4,915230,4.0
4,73371,3.5
4,45842,4.0
4,225845,1.5
4,48452,4.0
4,1023411,2.0
4,50903,1.5
4,47289,4.0
4,51291,4.0
4,497631,3.0
4,51664,3.0
4,50675,3.5
4,43884,4.5
4,683620,4.0
4,639559,4.5
4,633758,3.5
4,50112,4.0
4,27809,4.0
4,404080,3.5
4,305964,3.0
4,508638,2.5
4,654638,1.5
4,546348,4.0
4,49243,2.5
4,47071,4.0
4,521488,0.5
4,494969,3.0
4,493441,3.0
4,49052,3.0
4,277993,0.5
4,45602,4.0
4,479814,2.0
4,488575,3.5
4,650334,0.5
4,369835,3.0
4,333029,4.0
4,156237,3.5
4,520171,4.0
4,540116,3.0
4,647420,3.0
4,558054,1.5
4,47430,3.0
4,418338,3.5
4,96557,3.5
4,314883,1.0
4,637115,3.5
4,45576,2.5
4,561763,3.5
4,46753,3.5
4,318913,3.0
4,427807,2.5
4,387485,0.5
4,408274,3.5
4,575043,3.0
4,523229,3.5
4,560352,3.5
4,41360,4.0
4,518789,2.5
4,438722,3.0
4,489507,3.5
4,518788,3.5
4,399500,2.0
4,266676,3.0
4,50960,4.0
4,518787,3.5
4,356723,2.5
4,37835,3.5
4,637059,4.0
4,579002,3.5
4,44970,4.5
4,487135,4.0
4,169477,3.5
4,49391,3.5
4,433652,2.5
4,434870,3.5
4,47221,4.0
4,450164,2.0
4,402858,3.5
4,542727,3.0
4,641086,4.0
4,691990,1.0
4,51336,3.5
4,829061,3.0
4,581946,4.0
4,730798,3.5
4,637953,2.0
4,777185,3.5
4,567926,1.5
4,719335,2.5
4,513206,4.0
4,496592,2.5
4,51398,5.0
4,49453,2.5
4,551275,4.0
4,49454,3.5
4,782545,3.5
4,51298,3.0
4,36749,4.0
4,585258,4.5
4,560787,3.0
4,6166,4.0
4,817632,0.5
4,43441,3.0
4,51208,2.0
4,45046,3.5
4,40653,2.5
4,572255,2.0
4,50677,2.5
4,45339,3.0
4,544380,3.5
4,135120,3.0
4,279,3.5
4,513030,2.0
4,51560,4.5
4,46896,2.0
4,441471,3.5
4,49280,3.0
4,724225,4.0
4,570193,2.0
4,40567,3.0
4,516192,3.5
