username,film_title,rating
edmundored,bank-of-dave,3.0
edmundored,shutter-island,3.0
edmundored,dune-part-two,3.5
edmundored,over-the-hedge,3.0
edmundored,zombieland,3.5
edmundored,steel-rain,3.0
edmundored,public-enemies-2009,2.5
edmundored,lone-survivor,2.0
edmundored,la-chimera,4.0
edmundored,beverly-hills-cop,3.0
edmundored,shooter,2.5
edmundored,the-big-lebowski,3.5
edmundored,the-holdovers,3.5
edmundored,king-of-thieves-2018,2.5
edmundored,one-life-2023,4.0
edmundored,united-2011,3.0
edmundored,godzilla-minus-one,3.0
edmundored,die-hard,3.5
edmundored,click-collect,3.5
edmundored,christmas-on-mistletoe-farm,0.5
edmundored,wonka,4.0
edmundored,chicken-run-dawn-of-the-nugget,3.0
edmundored,grimsby,0.5
edmundored,rush-2013,3.0
edmundored,hell-or-high-water,4.0
edmundored,dumb-money,2.5
edmundored,my-neighbor-totoro,3.5
edmundored,oppenheimer-2023,4.0
edmundored,the-super-mario-bros-movie,3.0
edmundored,georgetown,2.5
edmundored,bronson,2.5
edmundored,along-came-a-spider,2.5
edmundored,spider-man-across-the-spider-verse,4.0
edmundored,the-interview-2014,2.5
edmundored,asteroid-city,3.5
edmundored,the-unbearable-weight-of-massive-talent,2.5
edmundored,the-gentlemen,3.0
edmundored,the-other-guys,2.0
edmundored,how-to-blow-up-a-pipeline,3.0
edmundored,the-guard,3.0
edmundored,she-said-2022,3.0
edmundored,eo,2.5
edmundored,boiling-point-2021,4.0
edmundored,another-round,4.0
edmundored,mean-girls,2.5
edmundored,the-courier-2020,3.0
edmundored,milk-2008,3.5
edmundored,the-package-2018,1.5
edmundored,harriet,3.0
edmundored,the-duke-2020,3.0
edmundored,glass-onion,3.5
edmundored,the-banshees-of-inisherin,4.0
edmundored,smile-2022,3.0
edmundored,see-how-they-run-2022,2.5
edmundored,6-days,2.5
edmundored,hatching,2.0
edmundored,coda-2021,4.5
edmundored,the-founder,3.0
edmundored,nope,3.5
edmundored,paddington-2,4.0
edmundored,paddington,4.0
edmundored,in-the-loop,3.0
edmundored,zero-dark-thirty,3.5
edmundored,the-king-2019,3.0
edmundored,three-days-of-the-condor,2.5
edmundored,in-bruges,4.0
edmundored,black-hawk-down,2.5
edmundored,darkest-hour,3.0
edmundored,310-to-yuma-2007,3.5
edmundored,apollo-13,3.0
edmundored,king-richard,3.0
edmundored,judas-and-the-black-messiah,4.0
edmundored,the-siege-of-jadotville,2.0
edmundored,knives-out-2019,4.0
edmundored,300,0.5
edmundored,saving-private-ryan,4.5
edmundored,blood-diamond,3.5
edmundored,buena-vista-social-club,4.0
edmundored,hail-caesar-2016,3.0
edmundored,the-two-popes,4.0
edmundored,top-gun-maverick,3.0
edmundored,terribly-happy,3.0
edmundored,tinker-tailor-soldier-spy,3.0
edmundored,sicario-2015,3.0
edmundored,isle-of-dogs-2018,3.5
edmundored,moonrise-kingdom,3.5
edmundored,dune-2021,4.0
edmundored,megamind,3.5
edmundored,dark-waters-2019,3.0
edmundored,the-novice,4.0
edmundored,spotlight,3.5
edmundored,the-batman,3.0
edmundored,licorice-pizza,4.0
edmundored,belfast,4.0
edmundored,munich-the-edge-of-war,3.0
edmundored,dont-look-up-2021,3.5
edmundored,the-imitation-game,3.0
edmundored,the-power-of-the-dog,2.5
edmundored,arthur-christmas,3.0
edmundored,surfs-up,2.5
edmundored,klaus,4.0
edmundored,no-time-to-die-2021,3.5
edmundored,the-dictator-2012,1.5
edmundored,oceans-eleven-2001,3.0
edmundored,jaws,3.0
edmundored,a-month-in-the-country,2.5
edmundored,the-damned-united,3.0
edmundored,glory,3.5
edmundored,the-red-sea-diving-resort,2.5
edmundored,1917,4.0
edmundored,the-life-aquatic-with-steve-zissou,3.5
edmundored,shrek-the-third,1.0
edmundored,shrek-2,1.5
edmundored,shrek,2.0
edmundored,the-bourne-supremacy,2.5
edmundored,the-avengers-2012,2.5
edmundored,star-trek,3.0
edmundored,captain-phillips,3.5
edmundored,the-last-samurai,2.5
edmundored,argo,3.5
edmundored,split-2016,2.0
edmundored,the-blair-witch-project,3.5
edmundored,bo-burnham-inside,4.0
edmundored,fantastic-mr-fox,4.5
edmundored,children-of-men,4.5
edmundored,a-few-good-men,4.0
edmundored,the-bourne-identity-2002,3.0
edmundored,the-italian-job,3.5
edmundored,black-widow-2021,3.0
edmundored,shaun-of-the-dead,2.5
edmundored,pride-2014,3.5
edmundored,us-2019,3.5
edmundored,spider-man-into-the-spider-verse,4.0
edmundored,shazam,2.0
edmundored,jurassic-world,2.0
edmundored,fantastic-beasts-and-where-to-find-them,2.0
edmundored,schindlers-list,4.0
edmundored,avengers-infinity-war,3.0
edmundored,avengers-endgame,3.0
edmundored,moneyball,3.5
edmundored,suicide-squad-2016,1.5
edmundored,the-lord-of-the-rings-the-two-towers,3.5
edmundored,the-lord-of-the-rings-the-return-of-the-king,3.5
edmundored,walle,4.0
edmundored,the-lord-of-the-rings-the-fellowship-of-the-ring,3.5
edmundored,the-dark-knight,4.0
edmundored,deadpool,3.5
edmundored,the-social-network,3.5
edmundored,catch-me-if-you-can-2002,3.5
edmundored,the-wolf-of-wall-street,3.5
edmundored,harry-potter-and-the-deathly-hallows-part-2,3.0
edmundored,the-death-of-stalin,5.0
edmundored,vice-2018,2.0
edmundored,harry-potter-and-the-deathly-hallows-part-1,3.0
edmundored,harry-potter-and-the-half-blood-prince,3.0
edmundored,captain-america-the-first-avenger,3.0
edmundored,harry-potter-and-the-order-of-the-phoenix,2.0
edmundored,harry-potter-and-the-goblet-of-fire,3.0
edmundored,harry-potter-and-the-prisoner-of-azkaban,2.5
edmundored,harry-potter-and-the-chamber-of-secrets,2.5
edmundored,harry-potter-and-the-philosophers-stone,3.5
edmundored,world-war-z,1.0
edmundored,inglourious-basterds,4.5
edmundored,fargo,5.0
edmundored,the-grand-budapest-hotel,4.5
edmundored,the-longest-day,2.5
edmundored,three-billboards-outside-ebbing-missouri,4.5
edmundored,the-silence-of-the-lambs,4.5
edmundored,the-breakfast-club,3.5
edmundored,hacksaw-ridge,3.5
edmundored,a-quiet-place-2018,4.0
edmundored,up,4.0
edmundored,all-the-presidents-men,3.5
edmundored,the-hobbit-the-battle-of-five-armies-extended,1.0
edmundored,the-hobbit-the-desolation-of-smaug,1.5
edmundored,the-hobbit-an-unexpected-journey,1.0
edmundored,skyfall,3.5
edmundored,the-big-short,4.0
edmundored,the-post-2017,3.5
edmundored,pulp-fiction,4.0
edmundored,reservoir-dogs,4.5
edmundored,the-truman-show,4.0
edmundored,star-wars-episode-ii-attack-of-the-clones,1.5
edmundored,hamilton-2020,4.5
edmundored,the-matrix,4.5
edmundored,rogue-one-a-star-wars-story,3.5
edmundored,star-wars-the-rise-of-skywalker,2.0
edmundored,star-wars-episode-iii-revenge-of-the-sith,2.5
edmundored,ferris-buellers-day-off,3.5
edmundored,star-wars-the-last-jedi,2.0
edmundored,star-wars-the-force-awakens,3.0
edmundored,star-wars-episode-i-the-phantom-menace,2.0
edmundored,the-worlds-end,3.0
edmundored,hot-fuzz,5.0
edmundored,dunkirk-2017,3.5
edmundored,goldeneye,1.5
edmundored,the-empire-strikes-back,4.0
edmundored,sully,3.0
edmundored,the-terminal,3.5
edmundored,the-circle-2017,0.5
edmundored,star-wars,4.0
edmundored,doctor-strange-2016,2.5
edmundored,once-upon-a-time-in-hollywood,3.5
edmundored,joker-2019,3.0
kitcecilia,ghostbusters-afterlife,1.0
kitcecilia,ruby-gillman-teenage-kraken,0.5
kitcecilia,morbius,1.0
kitcecilia,madame-web,1.0
kitcecilia,trolls-band-together,1.0
kitcecilia,the-zone-of-interest,4.5
kitcecilia,tall-girl-2,0.5
kitcecilia,trolls-world-tour,0.5
kitcecilia,the-lord-of-the-rings-the-two-towers,2.5
kitcecilia,dungeons-dragons-honor-among-thieves,2.5
kitcecilia,walle,4.0
kitcecilia,anatomy-of-a-fall,4.5
kitcecilia,the-lord-of-the-rings-the-fellowship-of-the-ring,3.0
kitcecilia,poor-things-2023,4.5
kitcecilia,saltburn,2.5
kitcecilia,game-night,2.5
kitcecilia,godzilla-minus-one,3.0
kitcecilia,one-life-2023,3.0
kitcecilia,christmas-on-mistletoe-farm,0.5
kitcecilia,wonka,3.0
kitcecilia,trolls,1.0
kitcecilia,talk-to-me-2022,4.0
kitcecilia,slender-man,0.5
kitcecilia,halloween-2018,2.5
kitcecilia,the-creator-2023,3.0
kitcecilia,encanto,3.0
kitcecilia,the-chair-2022-1,3.0
kitcecilia,grimsby,0.5
kitcecilia,past-lives,4.0
kitcecilia,dumb-money,2.5
kitcecilia,puss-in-boots-the-last-wish,3.5
kitcecilia,scrapper-2023,4.0
kitcecilia,bill-teds-bogus-journey,2.0
kitcecilia,tall-girl,0.5
kitcecilia,we-can-be-heroes-2020,1.0
kitcecilia,the-meg,1.5
kitcecilia,oppenheimer-2023,4.0
kitcecilia,barbie,3.5
kitcecilia,guardians-of-the-galaxy-vol-3,3.5
kitcecilia,the-big-lebowski,4.5
kitcecilia,collateral,2.0
kitcecilia,margin-call,2.5
kitcecilia,cocaine-bear,2.0
kitcecilia,along-came-a-spider,2.5
kitcecilia,asteroid-city,4.0
kitcecilia,four-weddings-and-a-funeral,2.5
kitcecilia,limitless,1.0
kitcecilia,the-witch-2015,3.5
kitcecilia,national-theatre-live-fleabag,4.0
kitcecilia,spider-man-across-the-spider-verse,4.0
kitcecilia,beau-is-afraid,4.0
kitcecilia,singles,2.5
kitcecilia,one-night-in-miami,3.0
kitcecilia,boiling-point-2021,4.0
kitcecilia,how-to-blow-up-a-pipeline,4.0
kitcecilia,the-guard,3.0
kitcecilia,she-said-2022,2.5
kitcecilia,another-round,4.0
kitcecilia,mean-girls,3.5
kitcecilia,the-courier-2020,2.5
kitcecilia,the-package-2018,1.0
kitcecilia,fall-2022,2.0
kitcecilia,triangle-of-sadness,3.5
kitcecilia,all-quiet-on-the-western-front-2022,3.5
kitcecilia,elvis-2022,2.0
kitcecilia,top-gun-maverick,3.0
kitcecilia,the-unbearable-weight-of-massive-talent,2.0
kitcecilia,marcel-the-shell-with-shoes-on-2021,3.5
kitcecilia,the-fabelmans,4.0
kitcecilia,women-talking,4.0
kitcecilia,desert-hearts,4.0
kitcecilia,mona-lisa-smile,3.0
kitcecilia,small-things-like-these,3.5
kitcecilia,hard-truths-2024,4.0
kitcecilia,presence-2024,3.0
kitcecilia,the-brutalist,4.5
kitcecilia,night-of-the-living-dead,4.0
kitcecilia,flip-that-romance,1.0
kitcecilia,deepwater-horizon,3.0
kitcecilia,from-russia-with-love,2.5
kitcecilia,we-live-in-time,4.0
kitcecilia,babygirl-2024,3.0
kitcecilia,snakes-on-a-plane,2.0
kitcecilia,playing-with-fire-2019,0.5
kitcecilia,accidentally-engaged,1.0
kitcecilia,the-florida-project,4.5
kitcecilia,nosferatu-2024,4.0
kitcecilia,wallace-gromit-vengeance-most-fowl,4.0
kitcecilia,conclave,4.0
kitcecilia,crouching-tiger-hidden-dragon,3.5
kitcecilia,wicked-2024,3.0
kitcecilia,madagascar,2.5
kitcecilia,titanic-ii,0.5
kitcecilia,anora,4.0
kitcecilia,paddington-in-peru,2.5
kitcecilia,woman-of-the-hour,3.0
kitcecilia,blitz-2024,3.0
kitcecilia,m3gan,2.5
kitcecilia,the-cabin-in-the-woods,3.5
kitcecilia,nightbitch,3.0
kitcecilia,saturday-night-2024,2.5
kitcecilia,a-real-pain,3.5
kitcecilia,nickel-boys,4.5
kitcecilia,israel-palestine-on-swedish-tv-1958-1989,3.5
kitcecilia,im-still-here-2024,4.0
kitcecilia,the-wild-robot,4.0
kitcecilia,unfriended,1.5
kitcecilia,zombeavers,2.0
kitcecilia,muppets-from-space,2.0
kitcecilia,megalopolis-2024,3.5
kitcecilia,twilight-2008,2.0
kitcecilia,the-substance,4.0
kitcecilia,spectre-2015,2.0
kitcecilia,the-first-omen,2.5
kitcecilia,alien-romulus,3.5
kitcecilia,aliens,3.5
kitcecilia,the-world-is-not-enough,2.0
kitcecilia,bridget-joness-diary,2.5
kitcecilia,bullet-train,2.5
kitcecilia,the-king-2019,2.5
kitcecilia,leave-the-world-behind-2023,2.5
kitcecilia,i-saw-the-tv-glow,4.0
kitcecilia,longlegs,3.0
kitcecilia,deadpool-wolverine,2.5
kitcecilia,erin-brockovich,3.0
kitcecilia,barbie-fairytopia,1.5
kitcecilia,the-wonderful-story-of-henry-sugar,4.0
kitcecilia,they-them-2022-1,1.0
kitcecilia,taxi-2004,1.0
kitcecilia,a-quiet-place-day-one,2.5
kitcecilia,alien,4.5
kitcecilia,la-chimera,4.0
kitcecilia,five-nights-at-freddys,1.5
kitcecilia,snatched-2017,0.5
kitcecilia,love-lies-bleeding-2024,4.0
kitcecilia,drive-away-dolls,3.5
kitcecilia,challengers,4.0
kitcecilia,the-sand,0.5
kitcecilia,dune-part-two,4.0
kitcecilia,late-night-with-the-devil,4.0
kitcecilia,killers-of-the-flower-moon,4.0
kitcecilia,maestro-2023,3.0
kitcecilia,american-fiction,4.0
kitcecilia,meet-the-parents,1.0
kitcecilia,johnny-english-reborn,1.0
kitcecilia,spider-man-homecoming,3.0
kitcecilia,its-a-wonderful-life,2.5
kitcecilia,sherlock-the-great-game,3.0
kitcecilia,skyfall,3.5
kitcecilia,the-great-gatsby-2013,3.5
kitcecilia,black-mirror-shut-up-and-dance,4.0
kitcecilia,thor-ragnarok,3.5
kitcecilia,spider-man-into-the-spider-verse,3.5
kitcecilia,avengers-endgame,3.0
kitcecilia,spider-man-far-from-home,2.0
kitcecilia,the-birds,3.0
kitcecilia,twin-peaks,4.5
kitcecilia,twin-peaks-the-return,5.0
kitcecilia,the-lives-of-others,4.0
kitcecilia,look-whos-back-2015,3.0
kitcecilia,roma-2018,4.5
kitcecilia,passengers-2016,1.0
kitcecilia,airplane,3.5
kitcecilia,the-blair-witch-project,5.0
kitcecilia,dawn-of-the-planet-of-the-apes,0.5
kitcecilia,les-miserables-2012,2.5
kitcecilia,the-post-2017,3.5
kitcecilia,the-death-of-stalin,4.0
kitcecilia,vice-2018,2.5
kitcecilia,the-kings-speech,2.5
kitcecilia,scream,3.0
kitcecilia,monty-python-and-the-holy-grail,3.0
kitcecilia,the-princess-bride,4.0
kitcecilia,life-of-pi,2.0
kitcecilia,oceans-eight,2.0
kitcecilia,now-you-see-me-2,0.5
kitcecilia,now-you-see-me,2.5
kitcecilia,chernobyl,5.0
kitcecilia,black-mirror-san-junipero,3.5
kitcecilia,tiger-king,3.5
kitcecilia,all-the-presidents-men,4.0
kitcecilia,cats-2019,1.0
kitcecilia,the-theory-of-everything-2014,2.5
kitcecilia,hidden-figures,3.5
kitcecilia,one-flew-over-the-cuckoos-nest,3.0
kitcecilia,nocturnal-animals,4.5
kitcecilia,it-follows,3.5
kitcecilia,the-big-short,3.5
kitcecilia,green-book,1.0
kitcecilia,spotlight,4.0
kitcecilia,little-miss-sunshine,4.0
kitcecilia,amelie,3.5
kitcecilia,my-neighbor-totoro,4.5
kitcecilia,kingsman-the-secret-service,3.5
kitcecilia,gravity-2013,2.5
kitcecilia,fargo,5.0
kitcecilia,reservoir-dogs,4.0
kitcecilia,the-martian,3.5
kitcecilia,three-billboards-outside-ebbing-missouri,4.5
kitcecilia,2001-a-space-odyssey,3.0
kitcecilia,the-favourite,4.5
kitcecilia,us-2019,3.5
kitcecilia,the-social-network,5.0
kitcecilia,moonlight-2016,5.0
kitcecilia,the-shining,4.0
kitcecilia,whiplash-2014,4.5
kitcecilia,cabaret,4.0
kitcecilia,star-wars,3.5
kitcecilia,singin-in-the-rain,4.5
kitcecilia,the-silence-of-the-lambs,5.0
kitcecilia,good-will-hunting,4.0
kitcecilia,get-out-2017,4.0
kitcecilia,percy-jackson-the-olympians-the-lightning-thief,1.0
kitcecilia,the-circle-2017,0.5
kitcecilia,harriet,2.0
kitcecilia,blue-jean,3.5
kitcecilia,the-killing-of-a-sacred-deer,3.5
kitcecilia,the-whale-2022,3.0
kitcecilia,everything-everywhere-all-at-once,3.5
kitcecilia,eo,3.5
kitcecilia,tar-2022,4.0
kitcecilia,national-theatre-live-the-crucible,4.5
kitcecilia,kikis-delivery-service,4.0
kitcecilia,st-trinians,2.5
kitcecilia,wild-child,2.5
kitcecilia,empire-of-light,3.0
kitcecilia,the-duke-2020,3.0
kitcecilia,i-robot,2.5
kitcecilia,a-christmas-wedding,0.5
kitcecilia,a-castle-for-christmas,0.5
kitcecilia,raw-2016,3.5
kitcecilia,the-menu-2022,3.5
kitcecilia,glass-onion,4.0
kitcecilia,aftersun,5.0
kitcecilia,do-revenge,3.5
kitcecilia,the-banshees-of-inisherin,4.0
kitcecilia,the-addams-family-2019,1.0
kitcecilia,calibre,3.5
kitcecilia,y-tu-mama-tambien,3.0
kitcecilia,the-matrix,4.0
kitcecilia,6-days,2.5
kitcecilia,hatching,2.5
kitcecilia,coda-2021,3.5
kitcecilia,the-founder,3.5
kitcecilia,nope,3.5
kitcecilia,paddington-2,4.0
kitcecilia,where-the-crawdads-sing,2.5
kitcecilia,in-the-loop,3.5
kitcecilia,in-bruges,4.0
kitcecilia,judas-and-the-black-messiah,4.0
kitcecilia,310-to-yuma-2007,3.5
kitcecilia,our-father-2022,3.0
kitcecilia,operation-mincemeat-2022,2.5
kitcecilia,the-guilty-2021,2.0
kitcecilia,suite-habana,3.0
kitcecilia,this-is-a-robbery-the-worlds-biggest-art-heist,2.5
kitcecilia,the-goldfinch,1.5
kitcecilia,minari,4.0
kitcecilia,shang-chi-and-the-legend-of-the-ten-rings,2.5
kitcecilia,dune-2021,4.0
kitcecilia,megamind,3.5
kitcecilia,dark-waters-2019,3.0
kitcecilia,the-novice,4.0
kitcecilia,the-batman,3.0
kitcecilia,king-richard,3.0
kitcecilia,tick-tick-boom-2021,4.0
kitcecilia,the-power-of-the-dog,3.5
kitcecilia,licorice-pizza,4.0
kitcecilia,belfast,4.0
kitcecilia,munich-the-edge-of-war,2.5
kitcecilia,lucy-2014,1.5
kitcecilia,spider-man-no-way-home,3.0
kitcecilia,dont-look-up-2021,3.0
kitcecilia,klaus,4.0
kitcecilia,arthur-christmas,3.5
kitcecilia,surfs-up,2.5
kitcecilia,catch-me-if-you-can-2002,3.5
kitcecilia,west-side-story-2021,4.0
kitcecilia,crazy-rich-asians,3.0
kitcecilia,eternals,2.5
kitcecilia,the-dark-knight,3.0
kitcecilia,in-the-tall-grass-2019,0.5
kitcecilia,the-cloverfield-paradox,2.0
kitcecilia,the-french-dispatch,4.5
kitcecilia,squid-game,2.5
kitcecilia,no-time-to-die-2021,3.5
kitcecilia,oceans-eleven-2001,3.0
kitcecilia,the-babadook,3.0
kitcecilia,jaws,3.0
kitcecilia,a-month-in-the-country,2.5
kitcecilia,the-damned-united,2.5
kitcecilia,the-life-aquatic-with-steve-zissou,4.0
kitcecilia,star-trek,3.5
kitcecilia,captain-phillips,3.0
kitcecilia,midsommar,4.0
kitcecilia,argo,3.5
kitcecilia,split-2016,2.5
kitcecilia,inglourious-basterds,4.5
kitcecilia,fantastic-mr-fox,4.5
kitcecilia,children-of-men,4.5
kitcecilia,a-few-good-men,2.5
kitcecilia,the-purge,1.0
kitcecilia,black-widow-2021,2.5
kitcecilia,pride-2014,4.0
kitcecilia,shaun-of-the-dead,2.0
kitcecilia,the-dead-dont-die-2019,1.5
kitcecilia,the-father-2020,4.0
kitcecilia,in-the-heights,3.5
kitcecilia,army-of-the-dead-2021,1.5
kitcecilia,jojo-rabbit,4.0
kitcecilia,bo-burnham-inside,4.5
kitcecilia,baby-driver,2.0
kitcecilia,a-quiet-place-part-ii,3.5
kitcecilia,nomadland,4.0
kitcecilia,knives-out-2019,4.5
kitcecilia,the-devil-all-the-time,2.5
kitcecilia,world-war-z,2.0
kitcecilia,harry-potter-and-the-chamber-of-secrets,2.5
kitcecilia,mission-impossible-fallout,2.5
kitcecilia,bo-burnham-make-happy,3.5
kitcecilia,if-anything-happens-i-love-you,3.5
kitcecilia,its-a-sin-2021,4.5
kitcecilia,sorry-to-bother-you,3.5
kitcecilia,national-theatre-live-the-lehman-trilogy,4.5
kitcecilia,the-trial-of-the-chicago-7,3.5
kitcecilia,wargames,3.5
kitcecilia,parasite-2019,4.5
kitcecilia,casino-royale-2006,4.0
kitcecilia,murder-on-the-orient-express-2017,3.0
kitcecilia,wandavision,3.5
kitcecilia,the-dig-2021,2.5
kitcecilia,blithe-spirit-2020,1.5
kitcecilia,no-country-for-old-men,4.5
kitcecilia,ex-machina-2015,3.5
kitcecilia,love-actually,4.0
kitcecilia,scott-pilgrim-vs-the-world,4.0
kitcecilia,annihilation,3.5
kitcecilia,the-queens-gambit,4.0
kitcecilia,joker-2019,3.5
kitcecilia,coraline,3.5
kitcecilia,the-internship,3.0
kitcecilia,the-boy-in-the-striped-pyjamas,2.0
kitcecilia,deadpool,3.5
kitcecilia,suicide-squad-2016,1.5
kitcecilia,the-social-dilemma,2.0
kitcecilia,hot-fuzz,2.5
kitcecilia,were-the-millers,3.0
kitcecilia,return-of-the-jedi,3.0
kitcecilia,up,3.5
kitcecilia,hereditary,3.5
kitcecilia,lost-in-translation,4.0
kitcecilia,the-empire-strikes-back,3.0
kitcecilia,inception,4.0
kitcecilia,tenet,3.0
kitcecilia,blackkklansman,4.0
kitcecilia,the-shawshank-redemption,4.5
kitcecilia,into-the-storm-2014,0.5
kitcecilia,ferris-buellers-day-off,4.0
kitcecilia,the-breakfast-club,5.0
kitcecilia,the-imitation-game,3.0
kitcecilia,room-2015,3.5
kitcecilia,la-la-land,4.0
kitcecilia,it-2017,3.0
kitcecilia,love-simon,3.0
kitcecilia,bird-box,2.5
kitcecilia,moonrise-kingdom,4.0
kitcecilia,isle-of-dogs-2018,4.0
kitcecilia,the-grand-budapest-hotel,5.0
kitcecilia,the-perks-of-being-a-wallflower,3.5
kitcecilia,the-truman-show,4.0
kitcecilia,once-upon-a-time-in-hollywood,3.5
kitcecilia,interstellar,4.0
kitcecilia,pulp-fiction,5.0
kitcecilia,spirited-away,4.0
kitcecilia,arrival-2016,5.0
kitcecilia,the-shape-of-water,3.0
kitcecilia,a-quiet-place-2018,3.5
kitcecilia,avengers-infinity-war,3.0
kitcecilia,hamilton-2020,4.5
helenbendell,27-dresses,3.5
helenbendell,the-evil-dead,4.0
helenbendell,the-cabin-in-the-woods,2.5
helenbendell,thor-love-and-thunder,1.5
helenbendell,descendants-2015,2.0
helenbendell,little-women-2019,3.5
helenbendell,everything-everywhere-all-at-once,5.0
helenbendell,im-your-man-2021,3.5
helenbendell,doctor-strange-in-the-multiverse-of-madness,2.5
helenbendell,fantastic-beasts-the-secrets-of-dumbledore,1.5
helenbendell,fantastic-beasts-the-crimes-of-grindelwald,0.5
helenbendell,divergent,2.0
helenbendell,the-adam-project,3.5
helenbendell,the-suicide-squad,3.5
helenbendell,the-invisible-man-2020,3.5
helenbendell,encanto,3.5
helenbendell,star-wars-episode-i-the-phantom-menace,3.0
helenbendell,west-side-story-2021,4.0
helenbendell,the-fundamentals-of-caring,3.5
helenbendell,let-it-snow-2019,2.0
helenbendell,spider-man-no-way-home,4.0
helenbendell,spider-man-homecoming,4.0
helenbendell,home-sweet-home-alone,1.0
helenbendell,rise-of-the-guardians,2.0
helenbendell,shazam,2.0
helenbendell,sierra-burgess-is-a-loser,1.5
helenbendell,last-night-in-soho,4.5
helenbendell,eternals,3.0
helenbendell,the-man-from-uncle,3.0
helenbendell,st-trinians,2.5
helenbendell,midnight-mass-2021,4.0
helenbendell,free-guy,3.5
helenbendell,the-lord-of-the-rings-the-return-of-the-king,3.5
helenbendell,halloween-1978,3.0
helenbendell,exam,2.0
helenbendell,the-mitchells-vs-the-machines,2.5
helenbendell,the-lord-of-the-rings-the-two-towers,3.5
helenbendell,drive-2011,1.0
helenbendell,ratatouille,3.5
helenbendell,the-sixth-sense,4.5
helenbendell,the-lord-of-the-rings-the-fellowship-of-the-ring,3.5
helenbendell,percy-jackson-the-olympians-the-lightning-thief,2.0
helenbendell,cinderella-2021,2.5
helenbendell,crazy-rich-asians,3.5
helenbendell,the-shining,3.0
helenbendell,the-guilty-2021,2.0
helenbendell,the-hobbit-the-battle-of-five-armies-extended,3.0
helenbendell,spider-man,3.5
helenbendell,the-5th-wave,2.5
helenbendell,flushed-away,2.0
helenbendell,the-hobbit-the-desolation-of-smaug,3.5
helenbendell,the-hobbit-an-unexpected-journey,3.5
helenbendell,allegiant,0.5
helenbendell,rent,3.5
helenbendell,the-voyeurs-2021,2.5
helenbendell,everybodys-talking-about-jamie,3.5
helenbendell,fear-street-1994,3.0
helenbendell,shang-chi-and-the-legend-of-the-ten-rings,3.5
helenbendell,a-quiet-place-part-ii,4.0
helenbendell,nerve-2016,3.0
helenbendell,guns-akimbo,2.5
helenbendell,hollywood-2020,3.5
